Iterations [0/25500], Train Loss: 1.001415, Validation Loss: 1.000758
Iterations [6440/25500], Train Loss: 0.205316, Validation Loss: 0.225223
Iterations [6450/25500], Train Loss: 0.222923, Validation Loss: 0.211058
Iterations [6460/25500], Train Loss: 0.219835, Validation Loss: 0.208651
Iterations [6470/25500], Train Loss: 0.215415, Validation Loss: 0.207122
Iterations [6480/25500], Train Loss: 0.210079, Validation Loss: 0.197372
Iterations [6490/25500], Train Loss: 0.213308, Validation Loss: 0.225825
Iterations [6500/25500], Train Loss: 0.210142, Validation Loss: 0.198878
Iterations [6510/25500], Train Loss: 0.204388, Validation Loss: 0.237484
Iterations [6520/25500], Train Loss: 0.218808, Validation Loss: 0.226231
Iterations [6530/25500], Train Loss: 0.201811, Validation Loss: 0.226901
Iterations [6540/25500], Train Loss: 0.217859, Validation Loss: 0.208149
Iterations [6550/25500], Train Loss: 0.205425, Validation Loss: 0.204749
Iterations [6560/25500], Train Loss: 0.217446, Validation Loss: 0.214506
Iterations [6570/25500], Train Loss: 0.224164, Validation Loss: 0.220516
Iterations [6580/25500], Train Loss: 0.200066, Validation Loss: 0.206646
Iterations [6590/25500], Train Loss: 0.206602, Validation Loss: 0.201392
Iterations [6600/25500], Train Loss: 0.216082, Validation Loss: 0.211856
Iterations [6610/25500], Train Loss: 0.232415, Validation Loss: 0.218123
Iterations [6620/25500], Train Loss: 0.207321, Validation Loss: 0.205447
Iterations [6630/25500], Train Loss: 0.202361, Validation Loss: 0.221750
Iterations [6640/25500], Train Loss: 0.210336, Validation Loss: 0.224006
Iterations [6650/25500], Train Loss: 0.221457, Validation Loss: 0.206433
Iterations [6660/25500], Train Loss: 0.210483, Validation Loss: 0.218739
Iterations [6670/25500], Train Loss: 0.210652, Validation Loss: 0.212145
Iterations [6680/25500], Train Loss: 0.225929, Validation Loss: 0.210560
Iterations [6690/25500], Train Loss: 0.214574, Validation Loss: 0.206789
Iterations [6700/25500], Train Loss: 0.185446, Validation Loss: 0.205000
Iterations [6710/25500], Train Loss: 0.194816, Validation Loss: 0.204498
Iterations [6720/25500], Train Loss: 0.201906, Validation Loss: 0.229794
Iterations [6730/25500], Train Loss: 0.196552, Validation Loss: 0.197484
Iterations [6740/25500], Train Loss: 0.197062, Validation Loss: 0.213619
Iterations [6750/25500], Train Loss: 0.205140, Validation Loss: 0.205768
Iterations [6760/25500], Train Loss: 0.181211, Validation Loss: 0.222222
Iterations [6770/25500], Train Loss: 0.213670, Validation Loss: 0.175895
Iterations [6780/25500], Train Loss: 0.191733, Validation Loss: 0.208892
Iterations [6790/25500], Train Loss: 0.223964, Validation Loss: 0.191006
Iterations [6800/25500], Train Loss: 0.219299, Validation Loss: 0.193146
Iterations [6810/25500], Train Loss: 0.199529, Validation Loss: 0.227895
Iterations [6820/25500], Train Loss: 0.204650, Validation Loss: 0.180091
Iterations [6830/25500], Train Loss: 0.202150, Validation Loss: 0.185949
Iterations [6840/25500], Train Loss: 0.192280, Validation Loss: 0.189180
Iterations [6850/25500], Train Loss: 0.196721, Validation Loss: 0.194422
Iterations [6860/25500], Train Loss: 0.219067, Validation Loss: 0.194625
Iterations [6870/25500], Train Loss: 0.207868, Validation Loss: 0.172314
Iterations [6880/25500], Train Loss: 0.213307, Validation Loss: 0.225453
Iterations [6890/25500], Train Loss: 0.189053, Validation Loss: 0.196225
Iterations [6900/25500], Train Loss: 0.198489, Validation Loss: 0.203505
Iterations [6910/25500], Train Loss: 0.209833, Validation Loss: 0.214707
Iterations [6920/25500], Train Loss: 0.187263, Validation Loss: 0.210497
Iterations [6930/25500], Train Loss: 0.205490, Validation Loss: 0.186383
Iterations [6940/25500], Train Loss: 0.187126, Validation Loss: 0.200709
Iterations [6950/25500], Train Loss: 0.217290, Validation Loss: 0.193068
Iterations [6960/25500], Train Loss: 0.191662, Validation Loss: 0.182448
Iterations [6970/25500], Train Loss: 0.208647, Validation Loss: 0.199703
Iterations [6980/25500], Train Loss: 0.177050, Validation Loss: 0.206634
Iterations [6990/25500], Train Loss: 0.208024, Validation Loss: 0.206555
Iterations [7000/25500], Train Loss: 0.178314, Validation Loss: 0.191674
Iterations [7010/25500], Train Loss: 0.192847, Validation Loss: 0.188413
Iterations [7020/25500], Train Loss: 0.184011, Validation Loss: 0.181369
Iterations [7030/25500], Train Loss: 0.190695, Validation Loss: 0.199874
Iterations [7040/25500], Train Loss: 0.174461, Validation Loss: 0.179710
Iterations [7050/25500], Train Loss: 0.195957, Validation Loss: 0.201506
Iterations [7060/25500], Train Loss: 0.166719, Validation Loss: 0.162978
Iterations [7070/25500], Train Loss: 0.177380, Validation Loss: 0.207888
Iterations [7080/25500], Train Loss: 0.198559, Validation Loss: 0.177233
Iterations [7090/25500], Train Loss: 0.198264, Validation Loss: 0.188729
Iterations [7100/25500], Train Loss: 0.188104, Validation Loss: 0.187407
Iterations [7110/25500], Train Loss: 0.173718, Validation Loss: 0.184043
Iterations [7120/25500], Train Loss: 0.194804, Validation Loss: 0.193787
Iterations [7130/25500], Train Loss: 0.180422, Validation Loss: 0.199922
Iterations [7140/25500], Train Loss: 0.200228, Validation Loss: 0.191006
Iterations [7150/25500], Train Loss: 0.179478, Validation Loss: 0.181731
Iterations [7160/25500], Train Loss: 0.176888, Validation Loss: 0.174466
Iterations [7170/25500], Train Loss: 0.178590, Validation Loss: 0.183326
Iterations [7180/25500], Train Loss: 0.174062, Validation Loss: 0.197174
Iterations [7190/25500], Train Loss: 0.199425, Validation Loss: 0.177934
Iterations [7200/25500], Train Loss: 0.186535, Validation Loss: 0.187561
Iterations [7210/25500], Train Loss: 0.192383, Validation Loss: 0.183388
Iterations [7220/25500], Train Loss: 0.181053, Validation Loss: 0.205355
Iterations [7230/25500], Train Loss: 0.177143, Validation Loss: 0.189953
Iterations [7240/25500], Train Loss: 0.181536, Validation Loss: 0.200309
Iterations [7250/25500], Train Loss: 0.184814, Validation Loss: 0.188870
Iterations [7260/25500], Train Loss: 0.172537, Validation Loss: 0.175522
Iterations [7270/25500], Train Loss: 0.192021, Validation Loss: 0.184603
Iterations [7280/25500], Train Loss: 0.178020, Validation Loss: 0.185657
Iterations [7290/25500], Train Loss: 0.188352, Validation Loss: 0.186783
Iterations [7300/25500], Train Loss: 0.176320, Validation Loss: 0.177167
Iterations [7310/25500], Train Loss: 0.191212, Validation Loss: 0.177974
Iterations [7320/25500], Train Loss: 0.188993, Validation Loss: 0.182341
Iterations [7330/25500], Train Loss: 0.185706, Validation Loss: 0.176380
Iterations [7340/25500], Train Loss: 0.183689, Validation Loss: 0.187645
Iterations [7350/25500], Train Loss: 0.181647, Validation Loss: 0.183926
Iterations [7360/25500], Train Loss: 0.183067, Validation Loss: 0.184976
Iterations [7370/25500], Train Loss: 0.182998, Validation Loss: 0.181102
Iterations [7380/25500], Train Loss: 0.186974, Validation Loss: 0.202087
Iterations [7390/25500], Train Loss: 0.174975, Validation Loss: 0.175852
Iterations [7400/25500], Train Loss: 0.194276, Validation Loss: 0.161630
Iterations [7410/25500], Train Loss: 0.176987, Validation Loss: 0.174870
Iterations [7420/25500], Train Loss: 0.160537, Validation Loss: 0.170925
Iterations [7430/25500], Train Loss: 0.181395, Validation Loss: 0.185197
Iterations [7440/25500], Train Loss: 0.173744, Validation Loss: 0.171883
Iterations [7450/25500], Train Loss: 0.179570, Validation Loss: 0.170861
Iterations [7460/25500], Train Loss: 0.166054, Validation Loss: 0.169306
Iterations [7470/25500], Train Loss: 0.174847, Validation Loss: 0.155301
Iterations [7480/25500], Train Loss: 0.178886, Validation Loss: 0.161584
Iterations [7490/25500], Train Loss: 0.190626, Validation Loss: 0.178533
Iterations [7500/25500], Train Loss: 0.156995, Validation Loss: 0.169317
Iterations [7510/25500], Train Loss: 0.169687, Validation Loss: 0.168576
Iterations [7520/25500], Train Loss: 0.166130, Validation Loss: 0.178694
Iterations [7530/25500], Train Loss: 0.163486, Validation Loss: 0.174564
Iterations [7540/25500], Train Loss: 0.154456, Validation Loss: 0.176944
Iterations [7550/25500], Train Loss: 0.163956, Validation Loss: 0.183636
Iterations [7560/25500], Train Loss: 0.159117, Validation Loss: 0.186988
Iterations [7570/25500], Train Loss: 0.168647, Validation Loss: 0.173417
Iterations [7580/25500], Train Loss: 0.161215, Validation Loss: 0.177096
Iterations [7590/25500], Train Loss: 0.166109, Validation Loss: 0.173256
Iterations [7600/25500], Train Loss: 0.170980, Validation Loss: 0.178426
Iterations [7610/25500], Train Loss: 0.175016, Validation Loss: 0.164151
Iterations [7620/25500], Train Loss: 0.170035, Validation Loss: 0.160966
Iterations [7630/25500], Train Loss: 0.185594, Validation Loss: 0.162042
Iterations [7640/25500], Train Loss: 0.164477, Validation Loss: 0.162379
Iterations [7650/25500], Train Loss: 0.164548, Validation Loss: 0.174786
Iterations [7660/25500], Train Loss: 0.172200, Validation Loss: 0.164104
Iterations [7670/25500], Train Loss: 0.167086, Validation Loss: 0.157892
Iterations [7680/25500], Train Loss: 0.175388, Validation Loss: 0.165817
Iterations [7690/25500], Train Loss: 0.184861, Validation Loss: 0.162453
Iterations [7700/25500], Train Loss: 0.188365, Validation Loss: 0.150048
Iterations [7710/25500], Train Loss: 0.158064, Validation Loss: 0.166884
Iterations [7720/25500], Train Loss: 0.165485, Validation Loss: 0.183060
Iterations [7730/25500], Train Loss: 0.169331, Validation Loss: 0.167449
Iterations [7740/25500], Train Loss: 0.162089, Validation Loss: 0.175251
Iterations [7750/25500], Train Loss: 0.165208, Validation Loss: 0.155050
Iterations [7760/25500], Train Loss: 0.170708, Validation Loss: 0.174166
Iterations [7770/25500], Train Loss: 0.157352, Validation Loss: 0.169321
Iterations [7780/25500], Train Loss: 0.150834, Validation Loss: 0.159697
Iterations [7790/25500], Train Loss: 0.165154, Validation Loss: 0.146544
Iterations [7800/25500], Train Loss: 0.187660, Validation Loss: 0.174894
Iterations [7810/25500], Train Loss: 0.163231, Validation Loss: 0.173533
Iterations [7820/25500], Train Loss: 0.151997, Validation Loss: 0.165065
Iterations [7830/25500], Train Loss: 0.191233, Validation Loss: 0.159669
Iterations [7840/25500], Train Loss: 0.162478, Validation Loss: 0.174619
Iterations [7850/25500], Train Loss: 0.148404, Validation Loss: 0.148357
Iterations [7860/25500], Train Loss: 0.163199, Validation Loss: 0.178457
Iterations [7870/25500], Train Loss: 0.179826, Validation Loss: 0.149832
Iterations [7880/25500], Train Loss: 0.164321, Validation Loss: 0.158149
Iterations [7890/25500], Train Loss: 0.178218, Validation Loss: 0.168254
Iterations [7900/25500], Train Loss: 0.150145, Validation Loss: 0.169681
Iterations [7910/25500], Train Loss: 0.168170, Validation Loss: 0.178872
Iterations [7920/25500], Train Loss: 0.143389, Validation Loss: 0.159524
Iterations [7930/25500], Train Loss: 0.137736, Validation Loss: 0.173437
Iterations [7940/25500], Train Loss: 0.165226, Validation Loss: 0.155018
Iterations [7950/25500], Train Loss: 0.166619, Validation Loss: 0.154845
Iterations [7960/25500], Train Loss: 0.143150, Validation Loss: 0.148013
Iterations [7970/25500], Train Loss: 0.146082, Validation Loss: 0.152059
Iterations [7980/25500], Train Loss: 0.163157, Validation Loss: 0.164571
Iterations [7990/25500], Train Loss: 0.149660, Validation Loss: 0.153117
Iterations [8000/25500], Train Loss: 0.163185, Validation Loss: 0.157500
Iterations [8010/25500], Train Loss: 0.139923, Validation Loss: 0.166043
Iterations [8020/25500], Train Loss: 0.172123, Validation Loss: 0.158978
Iterations [8030/25500], Train Loss: 0.154891, Validation Loss: 0.150811
Iterations [8040/25500], Train Loss: 0.162735, Validation Loss: 0.165795
Iterations [8050/25500], Train Loss: 0.147885, Validation Loss: 0.177943
Iterations [8060/25500], Train Loss: 0.151729, Validation Loss: 0.162057
Iterations [8070/25500], Train Loss: 0.155340, Validation Loss: 0.166021
Iterations [8080/25500], Train Loss: 0.163430, Validation Loss: 0.142820
Iterations [8090/25500], Train Loss: 0.171117, Validation Loss: 0.147346
Iterations [8100/25500], Train Loss: 0.141878, Validation Loss: 0.130708
Iterations [8110/25500], Train Loss: 0.148762, Validation Loss: 0.152359
Iterations [8120/25500], Train Loss: 0.155435, Validation Loss: 0.148987
Iterations [8130/25500], Train Loss: 0.149418, Validation Loss: 0.156475
Iterations [8140/25500], Train Loss: 0.146538, Validation Loss: 0.155026
Iterations [8150/25500], Train Loss: 0.148911, Validation Loss: 0.166473
Iterations [8160/25500], Train Loss: 0.144378, Validation Loss: 0.146313
Iterations [8170/25500], Train Loss: 0.153885, Validation Loss: 0.146461
Iterations [8180/25500], Train Loss: 0.154673, Validation Loss: 0.161815
Iterations [8190/25500], Train Loss: 0.141318, Validation Loss: 0.155171
Iterations [8200/25500], Train Loss: 0.139857, Validation Loss: 0.138254
Iterations [8210/25500], Train Loss: 0.166062, Validation Loss: 0.156268
Iterations [8220/25500], Train Loss: 0.132943, Validation Loss: 0.133283
Iterations [8230/25500], Train Loss: 0.141792, Validation Loss: 0.176060
Iterations [8240/25500], Train Loss: 0.164913, Validation Loss: 0.161126
Iterations [8250/25500], Train Loss: 0.160007, Validation Loss: 0.148706
Iterations [8260/25500], Train Loss: 0.144414, Validation Loss: 0.128881
Iterations [8270/25500], Train Loss: 0.150789, Validation Loss: 0.156233
Iterations [8280/25500], Train Loss: 0.135271, Validation Loss: 0.161328
Iterations [8290/25500], Train Loss: 0.141907, Validation Loss: 0.136950
Iterations [8300/25500], Train Loss: 0.152277, Validation Loss: 0.142274
Iterations [8310/25500], Train Loss: 0.157178, Validation Loss: 0.149016
Iterations [8320/25500], Train Loss: 0.129402, Validation Loss: 0.143278
Iterations [8330/25500], Train Loss: 0.150732, Validation Loss: 0.148799
Iterations [8340/25500], Train Loss: 0.133856, Validation Loss: 0.143495
Iterations [8350/25500], Train Loss: 0.135649, Validation Loss: 0.172345
Iterations [8360/25500], Train Loss: 0.157798, Validation Loss: 0.131443
Iterations [8370/25500], Train Loss: 0.144179, Validation Loss: 0.151290
Iterations [8380/25500], Train Loss: 0.158125, Validation Loss: 0.160561
Iterations [8390/25500], Train Loss: 0.146962, Validation Loss: 0.128219
Iterations [8400/25500], Train Loss: 0.123780, Validation Loss: 0.134604
Iterations [8410/25500], Train Loss: 0.141046, Validation Loss: 0.155509
Iterations [8420/25500], Train Loss: 0.137315, Validation Loss: 0.149552
Iterations [8430/25500], Train Loss: 0.168315, Validation Loss: 0.157307
Iterations [8440/25500], Train Loss: 0.136627, Validation Loss: 0.142865
Iterations [8450/25500], Train Loss: 0.142343, Validation Loss: 0.150920
Iterations [8460/25500], Train Loss: 0.122250, Validation Loss: 0.135338
Iterations [8470/25500], Train Loss: 0.141432, Validation Loss: 0.131865
Iterations [8480/25500], Train Loss: 0.140179, Validation Loss: 0.137297
Iterations [8490/25500], Train Loss: 0.168032, Validation Loss: 0.131169
Iterations [8500/25500], Train Loss: 0.141861, Validation Loss: 0.126710
Iterations [8510/25500], Train Loss: 0.148603, Validation Loss: 0.144421
Iterations [8520/25500], Train Loss: 0.136005, Validation Loss: 0.161009
Iterations [8530/25500], Train Loss: 0.134603, Validation Loss: 0.142041
Iterations [8540/25500], Train Loss: 0.142102, Validation Loss: 0.149209
Iterations [8550/25500], Train Loss: 0.138449, Validation Loss: 0.136186
Iterations [8560/25500], Train Loss: 0.133268, Validation Loss: 0.142399
Iterations [8570/25500], Train Loss: 0.151726, Validation Loss: 0.162676
Iterations [8580/25500], Train Loss: 0.137190, Validation Loss: 0.138300
Iterations [8590/25500], Train Loss: 0.134743, Validation Loss: 0.130398
Iterations [8600/25500], Train Loss: 0.131137, Validation Loss: 0.143209
Iterations [8610/25500], Train Loss: 0.143454, Validation Loss: 0.165852
Iterations [8620/25500], Train Loss: 0.116303, Validation Loss: 0.149883
Iterations [8630/25500], Train Loss: 0.131915, Validation Loss: 0.129127
Iterations [8640/25500], Train Loss: 0.128762, Validation Loss: 0.138764
Iterations [8650/25500], Train Loss: 0.130804, Validation Loss: 0.140533
Iterations [8660/25500], Train Loss: 0.136769, Validation Loss: 0.128257
Iterations [8670/25500], Train Loss: 0.126127, Validation Loss: 0.140244
Iterations [8680/25500], Train Loss: 0.135442, Validation Loss: 0.138801
Iterations [8690/25500], Train Loss: 0.134458, Validation Loss: 0.144722
Iterations [8700/25500], Train Loss: 0.127316, Validation Loss: 0.143250
Iterations [8710/25500], Train Loss: 0.117926, Validation Loss: 0.143284
Iterations [8720/25500], Train Loss: 0.132003, Validation Loss: 0.131107
Iterations [8730/25500], Train Loss: 0.139051, Validation Loss: 0.130040
Iterations [8740/25500], Train Loss: 0.136041, Validation Loss: 0.128237
Iterations [8750/25500], Train Loss: 0.124511, Validation Loss: 0.145291
Iterations [8760/25500], Train Loss: 0.133396, Validation Loss: 0.129806
Iterations [8770/25500], Train Loss: 0.132874, Validation Loss: 0.138004
Iterations [8780/25500], Train Loss: 0.129913, Validation Loss: 0.144527
Iterations [8790/25500], Train Loss: 0.134808, Validation Loss: 0.137302
Iterations [8800/25500], Train Loss: 0.122184, Validation Loss: 0.122056
Iterations [8810/25500], Train Loss: 0.135189, Validation Loss: 0.142739
Iterations [8820/25500], Train Loss: 0.137398, Validation Loss: 0.117976
Iterations [8830/25500], Train Loss: 0.148023, Validation Loss: 0.133635
Iterations [8840/25500], Train Loss: 0.121444, Validation Loss: 0.133282
Iterations [8850/25500], Train Loss: 0.121243, Validation Loss: 0.137771
Iterations [8860/25500], Train Loss: 0.118998, Validation Loss: 0.128068
Iterations [8870/25500], Train Loss: 0.129148, Validation Loss: 0.141819
Iterations [8880/25500], Train Loss: 0.143539, Validation Loss: 0.131963
Iterations [8890/25500], Train Loss: 0.120151, Validation Loss: 0.132971
Iterations [8900/25500], Train Loss: 0.133666, Validation Loss: 0.122672
Iterations [8910/25500], Train Loss: 0.136295, Validation Loss: 0.128074
Iterations [8920/25500], Train Loss: 0.119952, Validation Loss: 0.115122
Iterations [8930/25500], Train Loss: 0.121169, Validation Loss: 0.115721
Iterations [8940/25500], Train Loss: 0.125826, Validation Loss: 0.151276
Iterations [8950/25500], Train Loss: 0.121942, Validation Loss: 0.148120
Iterations [8960/25500], Train Loss: 0.118316, Validation Loss: 0.117618
Iterations [8970/25500], Train Loss: 0.134277, Validation Loss: 0.125371
Iterations [8980/25500], Train Loss: 0.119935, Validation Loss: 0.118530
Iterations [8990/25500], Train Loss: 0.122638, Validation Loss: 0.133761
Iterations [9000/25500], Train Loss: 0.121324, Validation Loss: 0.101784
Iterations [9010/25500], Train Loss: 0.117135, Validation Loss: 0.119560
Iterations [9020/25500], Train Loss: 0.109021, Validation Loss: 0.140783
Iterations [9030/25500], Train Loss: 0.119322, Validation Loss: 0.129899
Iterations [9040/25500], Train Loss: 0.133079, Validation Loss: 0.128583
Iterations [9050/25500], Train Loss: 0.130017, Validation Loss: 0.131424
Iterations [9060/25500], Train Loss: 0.123953, Validation Loss: 0.126271
Iterations [9070/25500], Train Loss: 0.105095, Validation Loss: 0.114394
Iterations [9080/25500], Train Loss: 0.115340, Validation Loss: 0.115891
Iterations [9090/25500], Train Loss: 0.129855, Validation Loss: 0.130036
Iterations [9100/25500], Train Loss: 0.130037, Validation Loss: 0.110078
Iterations [9110/25500], Train Loss: 0.117094, Validation Loss: 0.122085
Iterations [9120/25500], Train Loss: 0.100103, Validation Loss: 0.130267
Iterations [9130/25500], Train Loss: 0.110217, Validation Loss: 0.131054
Iterations [9140/25500], Train Loss: 0.131199, Validation Loss: 0.112401
Iterations [9150/25500], Train Loss: 0.126170, Validation Loss: 0.131535
Iterations [9160/25500], Train Loss: 0.121570, Validation Loss: 0.113626
Iterations [9170/25500], Train Loss: 0.124235, Validation Loss: 0.124395
Iterations [9180/25500], Train Loss: 0.137390, Validation Loss: 0.128976
Iterations [9190/25500], Train Loss: 0.136867, Validation Loss: 0.112547
Iterations [9200/25500], Train Loss: 0.128334, Validation Loss: 0.128078
Iterations [9210/25500], Train Loss: 0.133473, Validation Loss: 0.124833
Iterations [9220/25500], Train Loss: 0.118903, Validation Loss: 0.132375
Iterations [9230/25500], Train Loss: 0.110338, Validation Loss: 0.121746
Iterations [9240/25500], Train Loss: 0.123068, Validation Loss: 0.121152
Iterations [9250/25500], Train Loss: 0.131005, Validation Loss: 0.104937
Iterations [9260/25500], Train Loss: 0.103161, Validation Loss: 0.134032
Iterations [9270/25500], Train Loss: 0.106358, Validation Loss: 0.116215
Iterations [9280/25500], Train Loss: 0.148753, Validation Loss: 0.116601
Iterations [9290/25500], Train Loss: 0.115147, Validation Loss: 0.117403
Iterations [9300/25500], Train Loss: 0.123940, Validation Loss: 0.139174
Iterations [9310/25500], Train Loss: 0.111923, Validation Loss: 0.104513
Iterations [9320/25500], Train Loss: 0.120814, Validation Loss: 0.109695
Iterations [9330/25500], Train Loss: 0.120751, Validation Loss: 0.113647
Iterations [9340/25500], Train Loss: 0.121572, Validation Loss: 0.125581
Iterations [9350/25500], Train Loss: 0.108934, Validation Loss: 0.113250
Iterations [9360/25500], Train Loss: 0.129281, Validation Loss: 0.121642
Iterations [9370/25500], Train Loss: 0.114259, Validation Loss: 0.127275
Iterations [9380/25500], Train Loss: 0.105277, Validation Loss: 0.105137
Iterations [9390/25500], Train Loss: 0.119648, Validation Loss: 0.131388
Iterations [9400/25500], Train Loss: 0.110401, Validation Loss: 0.124010
Iterations [9410/25500], Train Loss: 0.137258, Validation Loss: 0.113036
Iterations [9420/25500], Train Loss: 0.112443, Validation Loss: 0.117765
Iterations [9430/25500], Train Loss: 0.115140, Validation Loss: 0.134221
Iterations [9440/25500], Train Loss: 0.093532, Validation Loss: 0.110776
Iterations [9450/25500], Train Loss: 0.120816, Validation Loss: 0.109200
Iterations [9460/25500], Train Loss: 0.116648, Validation Loss: 0.110343
Iterations [9470/25500], Train Loss: 0.113425, Validation Loss: 0.120214
Iterations [9480/25500], Train Loss: 0.116218, Validation Loss: 0.130506
Iterations [9490/25500], Train Loss: 0.116850, Validation Loss: 0.130736
Iterations [9500/25500], Train Loss: 0.141691, Validation Loss: 0.127967
Iterations [9510/25500], Train Loss: 0.123325, Validation Loss: 0.112280
Iterations [9520/25500], Train Loss: 0.117226, Validation Loss: 0.119329
Iterations [9530/25500], Train Loss: 0.108781, Validation Loss: 0.119954
Iterations [9540/25500], Train Loss: 0.107428, Validation Loss: 0.115159
Iterations [9550/25500], Train Loss: 0.118882, Validation Loss: 0.113931
Iterations [9560/25500], Train Loss: 0.109248, Validation Loss: 0.102932
Iterations [9570/25500], Train Loss: 0.116711, Validation Loss: 0.121900
Iterations [9580/25500], Train Loss: 0.114135, Validation Loss: 0.108570
Iterations [9590/25500], Train Loss: 0.124731, Validation Loss: 0.121689
Iterations [9600/25500], Train Loss: 0.113449, Validation Loss: 0.122611
Iterations [9610/25500], Train Loss: 0.106249, Validation Loss: 0.115730
Iterations [9620/25500], Train Loss: 0.122251, Validation Loss: 0.115766
Iterations [9630/25500], Train Loss: 0.122701, Validation Loss: 0.118928
Iterations [9640/25500], Train Loss: 0.116278, Validation Loss: 0.105755
Iterations [9650/25500], Train Loss: 0.118046, Validation Loss: 0.119345
Iterations [9660/25500], Train Loss: 0.087330, Validation Loss: 0.096360
Iterations [9670/25500], Train Loss: 0.104695, Validation Loss: 0.111098
Iterations [9680/25500], Train Loss: 0.107747, Validation Loss: 0.128837
Iterations [9690/25500], Train Loss: 0.109896, Validation Loss: 0.128730
Iterations [9700/25500], Train Loss: 0.118296, Validation Loss: 0.119257
Iterations [9710/25500], Train Loss: 0.094122, Validation Loss: 0.112293
Iterations [9720/25500], Train Loss: 0.111593, Validation Loss: 0.113691
Iterations [9730/25500], Train Loss: 0.104108, Validation Loss: 0.119296
Iterations [9740/25500], Train Loss: 0.094974, Validation Loss: 0.106499
Iterations [9750/25500], Train Loss: 0.112127, Validation Loss: 0.103516
Iterations [9760/25500], Train Loss: 0.101226, Validation Loss: 0.118914
Iterations [9770/25500], Train Loss: 0.112520, Validation Loss: 0.117342
Iterations [9780/25500], Train Loss: 0.105000, Validation Loss: 0.128709
Iterations [9790/25500], Train Loss: 0.120073, Validation Loss: 0.109371
Iterations [9800/25500], Train Loss: 0.118083, Validation Loss: 0.131489
Iterations [9810/25500], Train Loss: 0.119325, Validation Loss: 0.093402
Iterations [9820/25500], Train Loss: 0.108189, Validation Loss: 0.103540
Iterations [9830/25500], Train Loss: 0.105650, Validation Loss: 0.117533
Iterations [9840/25500], Train Loss: 0.104543, Validation Loss: 0.118331
Iterations [9850/25500], Train Loss: 0.093525, Validation Loss: 0.107171
Iterations [9860/25500], Train Loss: 0.118589, Validation Loss: 0.118375
Iterations [9870/25500], Train Loss: 0.081328, Validation Loss: 0.106437
Iterations [9880/25500], Train Loss: 0.119466, Validation Loss: 0.099219
Iterations [9890/25500], Train Loss: 0.111800, Validation Loss: 0.116966
Iterations [9900/25500], Train Loss: 0.091397, Validation Loss: 0.092489
Iterations [9910/25500], Train Loss: 0.132450, Validation Loss: 0.115342
Iterations [9920/25500], Train Loss: 0.105513, Validation Loss: 0.109685
Iterations [9930/25500], Train Loss: 0.100854, Validation Loss: 0.116110
Iterations [9940/25500], Train Loss: 0.097404, Validation Loss: 0.108064
Iterations [9950/25500], Train Loss: 0.105159, Validation Loss: 0.101693
Iterations [9960/25500], Train Loss: 0.092205, Validation Loss: 0.106124
Iterations [9970/25500], Train Loss: 0.110091, Validation Loss: 0.115080
Iterations [9980/25500], Train Loss: 0.103189, Validation Loss: 0.094038
Iterations [9990/25500], Train Loss: 0.099326, Validation Loss: 0.116732
Iterations [10000/25500], Train Loss: 0.099914, Validation Loss: 0.116496
Iterations [10010/25500], Train Loss: 0.109793, Validation Loss: 0.110295
Iterations [10020/25500], Train Loss: 0.094174, Validation Loss: 0.103658
Iterations [10030/25500], Train Loss: 0.113504, Validation Loss: 0.099866
Iterations [10040/25500], Train Loss: 0.087432, Validation Loss: 0.098301
Iterations [10050/25500], Train Loss: 0.100187, Validation Loss: 0.116514
Iterations [10060/25500], Train Loss: 0.096749, Validation Loss: 0.119644
Iterations [10070/25500], Train Loss: 0.091339, Validation Loss: 0.115534
Iterations [10080/25500], Train Loss: 0.112086, Validation Loss: 0.102057
Iterations [10090/25500], Train Loss: 0.106684, Validation Loss: 0.095356
Iterations [10100/25500], Train Loss: 0.110633, Validation Loss: 0.100913
Iterations [10110/25500], Train Loss: 0.116250, Validation Loss: 0.117060
Iterations [10120/25500], Train Loss: 0.086081, Validation Loss: 0.099008
Iterations [10130/25500], Train Loss: 0.101752, Validation Loss: 0.099331
Iterations [10140/25500], Train Loss: 0.091538, Validation Loss: 0.101379
Iterations [10150/25500], Train Loss: 0.109600, Validation Loss: 0.097291
Iterations [10160/25500], Train Loss: 0.102786, Validation Loss: 0.110376
Iterations [10170/25500], Train Loss: 0.090827, Validation Loss: 0.124372
Iterations [10180/25500], Train Loss: 0.106724, Validation Loss: 0.113225
Iterations [10190/25500], Train Loss: 0.104589, Validation Loss: 0.106027
Iterations [10200/25500], Train Loss: 0.092427, Validation Loss: 0.102696
Iterations [10210/25500], Train Loss: 0.105634, Validation Loss: 0.108241
Iterations [10220/25500], Train Loss: 0.108221, Validation Loss: 0.112126
Iterations [10230/25500], Train Loss: 0.094028, Validation Loss: 0.102568
Iterations [10240/25500], Train Loss: 0.110645, Validation Loss: 0.102844
Iterations [10250/25500], Train Loss: 0.113320, Validation Loss: 0.115472
Iterations [10260/25500], Train Loss: 0.103540, Validation Loss: 0.105358
Iterations [10270/25500], Train Loss: 0.100171, Validation Loss: 0.098324
Iterations [10280/25500], Train Loss: 0.095783, Validation Loss: 0.106128
Iterations [10290/25500], Train Loss: 0.098594, Validation Loss: 0.106903
Iterations [10300/25500], Train Loss: 0.112443, Validation Loss: 0.113099
